Frequency,Speech Rate,Pitch Variability,ZCR,RMS Energy,Temporal Centroid,Spectral Centroid,Spectral Bandwidth,Spectral Contrast,Spectral Flatness,MFCCs,Chroma Vector,HNR,Tonal Centroid,Outcome
3138.92,3541.5,1396.18,0.158,0.1127,0.764,2517.65,1635.86,24.6,0.001,-5.25,0.4158,-22.087,-0.0034,1
926.24,964,76.8,0.042,0.1917,0.76,1088.37,1364.18,24.05,0.0003,-1.63,0.4061,-10.542,-0.0029,1
2207.67,2608.5,149.67,0.117,0.1366,0.865,1843.27,1619.46,26.35,0.0001,-19.3,0.3197,-19.373,0.0213,1
979.25,1125,663.12,0.05,0.1425,0.669,1120.02,1351.89,21.38,0.0002,-3.59,0.4862,-11.842,0.0027,1
1860.41,2336,840.91,0.105,0.1124,0.869,1828.09,1628.18,22.71,0.0001,-4.65,0.3893,-20.237,0.0048,1
2031.88,2907.5,878.07,0.13,0.0807,0.88,2008.45,1440.45,25.53,0.0002,-11.66,0.3748,-22.935,0.0079,1
1296.8,1776,338.55,0.078,0.1672,1.011,1564.6,1556.91,25.79,0.0005,-13.49,0.3375,-15.648,0.0064,1
2469.39,3394.5,930.62,0.152,0.0894,0.763,2272.23,1574.38,25.75,0.0004,-21.32,0.3075,-22.583,-0.0177,1
1343.65,2084,427.01,0.093,0.1028,0.749,1369.11,1263.98,29.37,0.0001,-15.37,0.4,-17.651,-0.0011,1
880.45,595.5,571.21,0.027,0.2114,0.667,887.24,1270.71,24.65,0.0001,-3.1,0.3875,-9.988,-0.0058,1
1516.75,2164.5,1070.82,0.096,0.1735,0.76,1444.49,1259.13,22.98,0.0009,-3.49,0.3679,-16.379,-0.0033,1
1406.02,1696.5,396.69,0.076,0.1833,0.635,1599.03,1638.66,27.65,0.0004,-14.17,0.3019,-16.458,-0.0462,1
2048.19,2911,777.1,0.13,0.1208,0.385,2013.4,1681.89,25.99,0.0014,-24.76,0.3463,-21.209,0.0006,1
1748.28,2774.5,809.64,0.124,0.096,1.115,1944.8,1528.45,23,0.0007,-13.01,0.4519,-19.758,-0.0125,1
1479.71,1375.5,1161.49,0.061,0.1152,0.949,1410.19,1424.27,21.05,0.0003,-9.96,0.5482,-16.978,-0.0036,1
1938.12,2214,753.08,0.099,0.0731,0.92,1765.1,1503.21,27.02,0.0003,-23.67,0.3217,-19.018,0.0028,1
1659.41,2409.5,176.94,0.108,0.1451,1.008,1718.79,1397.48,26.75,0.0001,-18.8,0.2838,-21.15,0.0055,1
2032.45,2185.5,663.38,0.097,0.1238,0.96,1877.62,1686.48,24.46,0.0003,-3.32,0.357,-17.409,-0.0196,1
2978.12,2551,1306.56,0.113,0.0731,0.81,2402.25,1825.39,24.42,0.0005,-9.4,0.4512,-20.492,-0.0494,1
1679.9,3173,911.63,0.141,0.0813,0.678,1877.49,1110.21,23.61,0.0007,-24.58,0.4049,-25.7,0.0021,1
2083.04,2391.5,926.9,0.106,0.232,0.89,1776.16,1535.55,26.29,0.0006,-8.82,0.251,-25.186,0.0139,1
2156.77,2773,126.62,0.123,0.1339,0.532,2018.06,1597.36,26.2,0.0004,-22.54,0.2891,-19.801,-0.0162,1
1023.37,1869,107.58,0.084,0.2522,0.751,1200.16,1180.33,24.33,0.0001,-10.57,0.284,-18.211,-0.0218,1
2104.44,3135.5,194.78,0.14,0.1474,0.72,2120.25,1601.37,27.75,0.0002,-22.58,0.2822,-21.918,0.0069,1
2861.25,3921,210.66,0.174,0.1899,0.654,2412.11,1578.38,27.69,0.0001,-17.63,0.2517,-20.71,-0.0302,1
3105.8,4188.5,706.05,0.188,0.098,0.705,2933.84,1845.32,27.98,0.0002,-25.71,0.2535,-24.628,0.0154,1
2870.1,5075.5,950.26,0.227,0.1173,0.784,2914.29,1673.04,26.41,0.0009,-22.09,0.3106,-22.932,0.009,1
711.14,128,45.44,0.006,0.2162,1.058,617.51,1259.37,21.19,0.0001,-4.29,0.6435,-10.961,-0.0012,1
2454.47,3548.5,644.37,0.159,0.0913,0.977,2293.95,1565.56,27.41,0.0002,-27.92,0.2774,-22.503,-0.009,1
2078.41,3001,505.53,0.134,0.144,0.889,1999.49,1594.71,27.38,0.0002,-21.11,0.2715,-19.734,0.0051,1
1658.22,1161,875.19,0.052,0.1293,1.332,1492.21,1723.47,22.53,0.0002,-0.7,0.46,-16.071,-0.0445,1
1795.67,2199.5,911.57,0.098,0.099,0.891,1678.47,1393.64,23.67,0.0004,-10.35,0.3984,-18.346,-0.0259,1
1910.97,3165.5,371.02,0.14,0.1626,0.843,2000.93,1439.45,26.21,0.001,-22.2,0.3581,-20.891,0.0226,1
2092.02,3334.5,1110.68,0.149,0.1149,0.696,2283.67,1566.62,24.66,0.0004,-13.12,0.3603,-21.093,-0.0151,1
1802.09,3184,1066.9,0.142,0.0981,0.674,1969.63,1283.74,22.79,0.0005,-18.63,0.4051,-23.208,0.0055,1
2282.34,2597.5,1284.17,0.116,0.1809,0.935,1909.99,1548.91,24.06,0.0003,-3.21,0.3892,-18.153,0.003,1
2182.88,2765.5,438.99,0.124,0.1343,0.547,2018.69,1420.82,27.04,0.0001,-22.03,0.2882,-21.445,0.0067,1
1516.86,1873,133.34,0.084,0.1434,0.774,1583.78,1288.74,25.57,0.0002,-9.64,0.3207,-17.986,0.0104,1
1890.71,2126.5,742.88,0.095,0.1585,0.932,1832.12,1532.04,26.95,0.0002,-11.82,0.3342,-17.447,0.0263,1
835.91,708,299.21,0.032,0.2043,0.969,1011.48,1425.49,24.17,0.0002,-5.05,0.3873,-9.442,-0.0097,1
1191.02,1690.5,887.82,0.074,0.2225,1.126,1346.83,1354.55,26.07,0.0011,-10.21,0.3263,-18.2,-0.0229,1
1782.9,2146,1014.35,0.096,0.1644,0.831,1877.77,1761.8,24.42,0.0007,-4.03,0.3672,-15.732,-0.003,1
1849.57,1691.5,697.25,0.074,0.1186,0.753,1864,1655.25,28.66,0.0006,-19.85,0.2646,-21.089,0.0239,1
2149.69,2664.5,1167.07,0.118,0.1512,0.92,1937.82,1544.07,24.38,0.0003,-6.45,0.4054,-18.908,0.0082,1
2410.14,2871.5,1314.86,0.128,0.1464,0.83,2102.2,1576.23,24.28,0.0014,-3.76,0.3415,-18.932,-0.0214,1
2101.92,2879,1077.99,0.129,0.1442,0.693,2109.21,1460.72,24.51,0.0001,-12.93,0.3528,-24.197,0.0264,1
1804.76,1836.5,692.54,0.082,0.1322,0.963,1721.83,1425.94,24.26,0.0002,-7.89,0.3583,-20.898,0.0033,1
2553.18,3538,797.5,0.158,0.1765,0.88,2408.32,1535.63,26.49,0.0002,-20.52,0.2813,-22.298,0.0037,1
1374.53,2066.5,130.44,0.092,0.094,0.897,1536.15,1517.27,22.83,0.001,-13.45,0.4267,-17.623,-0.0053,1
2441.37,4046,193.94,0.18,0.1274,0.931,2388.1,1689.09,26.07,0.0007,-21.25,0.2832,-21.275,-0.0155,1
1145.66,1278.5,787.42,0.057,0.1446,0.507,1181.67,1268.58,22.63,0.0001,-0.61,0.4165,-14.418,-0.0015,1
2214.45,2885.5,199.15,0.129,0.0907,0.742,2031.07,1735.47,26.61,0.0001,-22.7,0.2931,-21.579,-0.0025,1
1900.4,2085.5,879.75,0.093,0.1685,0.813,1712.73,1592.82,23.99,0.0003,-2.63,0.4165,-15.895,0.0363,1
806.08,126,208.37,0.006,0.292,1.021,620.95,1327.57,24.57,0.0001,-6.76,0.691,-21.664,0.0346,1
1988.54,2764.5,952.43,0.124,0.1345,0.858,1786.91,1367.02,26.8,0.0002,-20.09,0.3075,-19.588,-0.0034,1
1494.23,1679.5,830.46,0.075,0.1575,0.996,1611.64,1540.45,22.66,0.0006,-0.22,0.4329,-16.599,-0.0046,1
1841.29,2189,1013.53,0.098,0.1634,0.887,2017.84,1873.76,24.08,0.0003,-2.38,0.4167,-16.501,0.0313,1
2609.33,3599.5,815.24,0.161,0.2045,0.571,2325.87,1524.01,27.5,0.0002,-19.08,0.302,-21.875,-0.02,1
3030.84,4276,1043.33,0.19,0.128,0.953,2477.21,1542.55,26.24,0.0003,-22.63,0.2759,-19.836,-0.0025,1
1627.79,1371.5,1036.47,0.061,0.151,0.782,1668.83,1757.05,23.84,0.0006,-1.56,0.4742,-15.579,0.0169,1
2312.11,3808.5,722.09,0.169,0.1317,0.678,2366.75,1710.91,25.79,0.0009,-21.25,0.3156,-20.444,0.0042,1
2169.8,1944,473.21,0.087,0.2014,0.9,2048.01,1829.66,28.01,0.0002,-11.11,0.2767,-23.148,0.0211,1
2475.74,3880.5,450.59,0.174,0.1633,0.785,2458.44,1771.96,26.8,0.0005,-22.14,0.3281,-21.769,0.0038,1
1230.98,1261,469.03,0.056,0.206,1.089,1282.02,1483.35,25.31,0.0002,1.68,0.3488,-14.292,-0.023,1
2349.44,2257.5,1241.56,0.101,0.2006,0.707,1929.48,1701.73,26.21,0.0001,-2.9,0.3262,-15.352,-0.0021,1
1220.99,1347.5,351.06,0.06,0.1877,0.855,1274.84,1429.29,24.76,0.0001,-4.45,0.3935,-15.543,-0.01,1
1962.16,2514,428.33,0.112,0.0991,0.741,1671.25,1376.05,26.07,0.0003,-26.68,0.3365,-20.398,-0.0284,1
2353.33,3079.5,560.51,0.138,0.1093,0.779,2092.92,1479.13,26.19,0.0002,-21.81,0.2977,-22.684,-0.0171,1
2184.71,2765.5,652.16,0.124,0.1717,0.947,2046.02,1652.78,27.04,0.0002,-18.14,0.2858,-20.457,0.0129,1
1590.89,2096,881.33,0.094,0.1704,0.872,1633.14,1524.04,25.53,0.0002,-4.99,0.3393,-16.853,-0.0099,1
718.91,95,32.06,0.004,0.2051,0.941,718.09,1271.04,21.26,0,-1.65,0.5727,-10.168,0.0181,1
2432.09,3041.5,938.96,0.135,0.121,0.523,2191.67,1786.47,23.78,0.0006,-6.37,0.4229,-16.61,0.0354,1
1905.17,2338.5,559.98,0.104,0.1071,0.676,1926.22,1666.68,27.83,0.0002,-21.61,0.2565,-19.098,0.0121,1
2253.01,2737,151.75,0.122,0.1594,0.717,2132.88,1649.77,28.58,0.0001,-20.76,0.2288,-21.965,-0.0071,1
1123.02,1337,607.26,0.06,0.2592,0.86,1187.32,1321.46,27.98,0.0001,-10.65,0.2408,-27.208,-0.0054,1
948.81,852.5,210.56,0.038,0.1468,0.786,946.71,1173.41,23.07,0.0001,-0.05,0.4,-15.328,-0.0143,1
2758.14,3099,773.4,0.137,0.1235,0.543,2322.4,1605.21,26.97,0.0002,-20.84,0.3238,-21.816,0.0315,1
1140.14,507,116.34,0.023,0.1161,1.115,858.71,1216.07,25.14,0.0001,-8.68,0.4584,-19.15,0.0195,1
1024.02,2693.5,612.42,0.12,0.1107,0.99,1389.6,1221.11,24.19,0.0003,-24.85,0.4111,-19.166,0.0096,1
2641.27,3917,984.96,0.175,0.093,0.636,2487.42,1641.8,25.58,0.0007,-24.27,0.335,-22.422,0.0193,1
2875.61,3765,813.3,0.169,0.11,0.989,2504.54,1847.58,27.48,0.0002,-24.03,0.2739,-24.526,0.0299,1
2237.04,3379.5,561.71,0.151,0.1071,0.963,2126.23,1570.88,25.35,0.0002,-25.22,0.3256,-21.391,-0.0049,1
1913.93,1891.5,933.07,0.085,0.1475,0.723,1692.25,1534.82,24.91,0.0002,-3.44,0.3796,-15.839,0.0218,1
1315.27,1882,553.98,0.083,0.1328,0.881,1439.96,1354.89,23.81,0.0011,-13.34,0.3735,-19.604,0.0124,1
2609.21,3269,719.57,0.144,0.1183,0.823,2408.45,1863.46,26.66,0.0012,-8.57,0.2255,-20.027,-0.0264,1
1400.93,1927,737.49,0.084,0.1948,0.986,1567.29,1452.52,24.88,0.0012,-8.74,0.3567,-18.17,-0.0092,1
1379.83,1429,157.5,0.064,0.1797,0.908,1416.57,1327.73,24.79,0.0001,-4.56,0.3573,-16.717,0.0214,1
2066.29,2481,569.66,0.111,0.1203,0.76,1894.02,1419.77,27.65,0.0001,-19.24,0.274,-21.165,-0.0125,1
2410.87,3799,838.5,0.17,0.1214,0.761,2334.42,1510.14,27.29,0.0003,-22.77,0.2985,-21.99,-0.0043,1
2226.22,2247.5,1136.34,0.101,0.1118,0.771,2195.35,1954.01,23.29,0.0004,-5.87,0.4867,-18.465,-0.0147,1
1187.21,1126.5,782.11,0.05,0.298,0.922,1126.11,1254.53,27.33,0.0001,-10.23,0.2545,-26.037,-0.0508,1
1439.59,647,575.48,0.029,0.1475,1.035,1319.04,1582.74,22.7,0,-4.38,0.5477,-14.997,-0.0172,1
1549.16,2489,141.34,0.11,0.1607,0.946,1769.71,1454.83,25.32,0.0003,-9.25,0.3454,-18.42,0.0361,1
2788,3001,529.37,0.133,0.1372,0.827,2359.29,1748.29,27.34,0.0005,-18.96,0.2538,-22.599,0.0009,1
1923.16,1163.5,179.98,0.05,0.1588,1.017,1524.39,1768.83,24.78,0.0004,1.46,0.4145,-15.859,0.1451,1
2160.52,4412,837.21,0.196,0.2371,0.848,2412.71,1554.1,26.79,0.0007,-11.63,0.2686,-28.044,-0.0092,1
1188.2,2117.5,391.48,0.095,0.1611,0.875,1427.62,1240.14,25.28,0.0001,-16.07,0.2735,-18.726,0.0021,1
1192.54,1410,193.1,0.063,0.2048,1.007,1177.21,1135.6,26.99,0.0001,-13.67,0.2501,-19.366,0.0502,1
1168.48,1428,727.17,0.064,0.1995,0.839,1318.19,1463.02,24.9,0.0002,-2.17,0.3608,-14.199,0.0094,1
1562.67,2457.5,889.12,0.11,0.1518,0.82,1697.66,1461.12,25.78,0.0002,-8.43,0.3525,-17.193,-0.0265,1
2043.15,2397.5,870.56,0.107,0.2473,1.124,1860.8,1659.65,26.52,0.0002,-6.71,0.3311,-22.265,-0.0066,1
1414.96,1498,617.18,0.067,0.1374,0.929,1397.63,1650.81,23.32,0.0003,-2.92,0.4215,-15.764,0.0226,1
2243.81,2908,831.31,0.129,0.1274,0.587,2047.24,1501.04,25.56,0.0005,-23.03,0.3287,-22.313,-0.0341,1
2545.03,3659,216.59,0.164,0.1149,0.553,2365.3,1587.88,26.75,0.0001,-22.6,0.2518,-19.627,0.0098,1
1843.97,2997.5,273.85,0.134,0.1984,0.879,1860.34,1484.5,23.63,0.0003,-11.67,0.3457,-19.451,-0.0172,1
2155.1,3315.5,504.57,0.148,0.1317,0.845,2334.24,1810.24,25.06,0.0003,-12.39,0.3422,-20.731,-0.02,1
742.52,202,36.64,0.009,0.2359,1.018,704.52,1199.16,21.72,0.0002,-1.71,0.6058,-17.213,-0.0096,1
1648.1,516.5,887.11,0.023,0.077,1.404,1162.82,1598.13,21.78,0.0001,-10.96,0.7355,-24.94,-0.0111,1
1455.55,1967,418.86,0.088,0.223,0.703,1606.27,1480.05,26.64,0.0001,-10.16,0.2823,-26.892,-0.024,1
1672.94,2495,228.89,0.112,0.1393,0.945,1649.04,1331.48,26.18,0.0003,-22.82,0.3071,-20.723,-0.0198,1
1755.15,2232.5,609.74,0.1,0.1048,0.753,1742.74,1632.11,25.89,0.0002,-20.41,0.377,-18.86,0.0029,1
2130.18,3605.5,1064.46,0.162,0.1962,0.847,2242.25,1534.46,25.35,0.0001,-7.93,0.3166,-24.926,-0.0169,1
848.1,1537.5,334.69,0.069,0.1257,1.178,1341.94,1429.12,21.03,0.0006,-17.03,0.4557,-15.314,0.0009,1
1793.46,2256.5,1007.61,0.099,0.1064,0.676,1805.54,1358.45,27.59,0.0007,-24.98,0.2861,-20.398,0.0297,1
1362.73,1202,724.22,0.054,0.2591,0.918,1261.19,1407.87,26.62,0.0001,-4.49,0.3071,-12.404,-0.0363,1
2215.45,3213,1177.07,0.144,0.1119,0.602,2177.76,1677.1,26.46,0.0004,-11.88,0.3591,-20.753,-0.0201,1
3500.67,4535.5,1203.47,0.203,0.1181,0.547,2820.36,1746.27,23.17,0.0006,-12.17,0.44,-23.988,-0.0144,1
2677.65,3735,937.43,0.166,0.1468,0.669,2633.7,1707.76,26.7,0.0002,-17.6,0.3137,-21.816,-0.0318,1
1186.93,1508,264.12,0.067,0.1646,0.818,1267.67,1234.82,24.01,0.0001,-10.09,0.3292,-16.843,0.0184,1
2777.89,4574.5,1180.31,0.204,0.1402,0.478,2915.37,1803.47,25.34,0.001,-25.27,0.3414,-22.235,-0.0009,1
2794.87,4062.5,1012.91,0.182,0.1616,0.839,2505.7,1614.53,26.84,0.0002,-19.3,0.294,-22.927,-0.0038,1
2050.76,2324.5,1084.33,0.104,0.1649,0.875,1859.81,1647.34,23.67,0.0004,1.09,0.4186,-16.068,0.039,1
2368.53,3561.5,640.88,0.16,0.1207,0.533,2248.91,1622.89,25.99,0.0003,-20.63,0.3152,-22.425,-0.0036,1
2934.99,3960.5,1244.5,0.177,0.1615,0.774,2581.11,1732.68,23.44,0.0005,-4.63,0.4164,-15.12,0.0152,1
1273.21,1673,426.82,0.075,0.3034,0.762,1492.72,1512.86,27.96,0.0002,-9.73,0.2496,-27.562,-0.0168,1
2021.99,2429.5,353.12,0.107,0.2069,1.017,1900.62,1635.13,25.62,0.001,-7.26,0.2896,-23.876,0.0097,1
1801.6,2511.5,1133.4,0.112,0.1366,0.749,1879.85,1591.35,23.81,0.0004,-5.74,0.4173,-17.316,0.0175,1
799.05,682,350.26,0.03,0.1476,0.785,947.26,1368.1,22.37,0.0004,-8.25,0.4346,-11.179,0.0068,1
1419.27,1396,180.94,0.062,0.1735,0.881,1427.99,1619.72,25.74,0.0002,-1.84,0.3262,-14.806,-0.0286,1
2701.45,3818,1280.24,0.171,0.1115,0.562,2470.54,1565.17,26.06,0.0006,-23.96,0.3416,-22.59,-0.0116,1
1756.29,1788,520.11,0.079,0.1581,0.838,1534.81,1462.87,28.31,0.0009,-20.03,0.3018,-18.608,0.002,1
1531.66,2523,811.84,0.113,0.1498,0.967,1695.73,1398.03,25.27,0.0004,-8.57,0.3692,-17.454,0.0167,1
2222.84,2976,578.26,0.133,0.1265,0.994,1975.93,1386.9,25.91,0.0002,-21.05,0.3273,-19.993,0.0004,1
1897.99,2936.5,919.18,0.13,0.0719,0.443,2014.9,1470.05,26.1,0.0003,-24.38,0.2979,-20.779,0.0045,1
2270.74,2898.5,748.41,0.129,0.1485,0.613,1963.32,1630.13,27.85,0.0004,-17.48,0.2681,-18.474,-0.0011,1
841.82,241,177.45,0.011,0.0834,1.223,553.32,1051.89,21.85,0,-16.79,0.7036,-17.508,-0.0042,1
1492.15,1840.5,964.18,0.081,0.2178,0.837,1504.19,1468.64,26.81,0.0009,-8.1,0.3019,-20.612,-0.0496,1
1732.72,2718,920.68,0.122,0.0816,0.844,1868.84,1413.82,26.49,0.0004,-18.85,0.3838,-18.805,0.0129,1
2578.52,3357.5,544.87,0.15,0.1546,1.066,2014.53,1503.72,26.01,0.0003,-22.17,0.3331,-19.069,0.0091,1
2286.98,3316,563.6,0.149,0.1533,0.758,2166.23,1692.7,27.38,0.0001,-18.53,0.2768,-19.569,-0.0094,1
1205.41,1082,777.34,0.048,0.2154,0.907,1265.89,1259.91,24.5,0.0002,-1.33,0.3768,-15.374,0.0177,1
1339.91,1750,626.3,0.078,0.2586,0.862,1459.64,1463.03,25.76,0.0002,-5.46,0.34,-22.485,0.0098,1
1626.73,1560,782.64,0.07,0.1336,1.22,1650.73,1827.15,22.26,0.0004,1.45,0.5055,-16.633,0,1
2363.7,3147,521.8,0.141,0.176,0.703,2110.06,1585.8,26.39,0.0001,-19.34,0.3077,-22.158,-0.0016,1
1560.18,2213,1094.38,0.099,0.1272,0.721,1617.67,1333.26,23.76,0.0005,-4.84,0.4058,-17.731,0.0273,1
1594.3,159,144.82,0.007,0.306,1.023,1192.76,1646.78,24.12,0.0001,-5.37,0.675,-19.161,-0.0028,1
1248.15,2256,620.79,0.101,0.2034,1.08,1474.36,1312.39,24.17,0.0001,-10.19,0.3696,-17.562,0.0111,1
612.76,346.5,76.03,0.015,0.1968,0.769,663.94,1070.2,24.27,0,-2.2,0.3421,-8.657,-0.0124,1
1920.87,1948,1014.5,0.087,0.2029,0.968,1616.54,1597.32,24.73,0.0001,-1.25,0.3767,-14.695,-0.0095,1
2265.73,3185,1157.78,0.143,0.1979,0.757,2001.94,1572.64,25.6,0.0003,-11.71,0.3187,-20.137,0.0074,1
2456.24,3198,401,0.143,0.1928,0.641,2240.21,1580.83,27.05,0.0001,-17.76,0.2821,-21.888,0.0001,1
1721.67,1829,642.09,0.082,0.13,1.14,1591.53,1327.41,25.84,0.0003,-10.95,0.3073,-19.61,0.0113,1
1913.86,2497,808.87,0.112,0.1447,0.855,1910.18,1554.51,25.52,0.0003,-21.59,0.3154,-19.513,0.0116,1
1431.91,1589,236.5,0.071,0.1464,0.605,1505.2,1569.09,25.38,0.0005,-25.51,0.3865,-19.838,0.0164,1
2397.96,3133,707.57,0.14,0.1321,0.923,2180.07,1591.54,27.1,0.0001,-18.89,0.305,-20.623,0.0145,1
1106.8,1183,139.71,0.051,0.193,0.765,1193.51,1465.96,24.32,0.0005,-2.75,0.378,-14.13,-0.0225,1
1192.79,873.5,118.28,0.039,0.148,0.835,1244.76,1578.3,23.82,0.0001,-1.65,0.382,-12.388,0.0188,1
2377.45,3852,555.64,0.172,0.1242,0.847,2233.9,1472.29,25.69,0.0002,-21.15,0.3083,-20.892,-0.0244,1
2349.64,3223,209.72,0.144,0.1018,0.629,2129.39,1489.91,26.96,0.0002,-24.01,0.2864,-19.795,-0.0084,1
1250.29,2005.5,410.64,0.09,0.1679,0.722,1436.99,1419.72,26.38,0.0001,-10.73,0.3082,-24.725,0.0049,1
1188.16,1941.5,539.57,0.087,0.1181,0.675,1338.13,1183.62,25.13,0.0003,-15.69,0.3549,-17.424,-0.0079,1
2075.19,2705.5,1123.18,0.121,0.1432,0.907,2085.64,1475.72,22.8,0.0006,-3.04,0.4272,-17.184,0.0085,1
1919.35,2027.5,336.46,0.091,0.1321,1.15,1754.69,1614.11,26.38,0.0002,-22.83,0.3131,-19.349,-0.0126,1
885.09,1362,546.34,0.061,0.1969,0.784,1089.12,1393.9,21.88,0.0002,-1.84,0.4768,-10.943,-0.0104,1
2093.84,2658.5,921.01,0.117,0.1117,0.849,1961.04,1518.22,27.35,0.0005,-22.26,0.267,-21.136,-0.0096,1
2002,1993.5,1148.29,0.089,0.1986,0.758,1869.26,1461.18,24.02,0.0007,1.16,0.3934,-17.092,0.0196,1
1589.1,823,762.13,0.037,0.1559,0.891,1506.8,1435.93,26.57,0,-6.43,0.4385,-22.069,-0.0072,1
1045.52,1610.5,666.68,0.072,0.1209,0.716,1246.76,1308.41,26.49,0.0002,-15.06,0.3427,-15.256,-0.0134,1
2315.13,4802.5,1127.92,0.215,0.1075,0.544,2616.76,1300.53,23.1,0.0006,-22.3,0.4469,-24.912,-0.0115,1
1050.08,828,454.87,0.037,0.1415,0.826,1267.03,1438.93,22.27,0.0003,-5.49,0.4627,-14.116,0.0017,1
3431.47,5049.5,1423.49,0.224,0.1185,0.988,3044.44,2177.2,26.03,0.0007,-8.4,0.2708,-19.64,0.0697,1
1672.41,2666.5,402.19,0.119,0.1522,0.879,1838.73,1533.89,26.27,0.0003,-19.78,0.3134,-21.652,-0.0114,1
1308.64,684.5,526.88,0.031,0.1216,1.345,1338.2,1680.6,22.83,0.0001,-4.9,0.5409,-17.136,-0.037,1
2728.79,3325,937.95,0.149,0.1329,0.992,2120.98,1360.28,27.29,0.0002,-17.9,0.271,-21.456,-0.0214,1
3147.36,5374,986.14,0.241,0.0848,0.628,3077.52,1732.5,27.02,0.0003,-23.06,0.2764,-21.675,-0.0201,1
1023.52,932.5,123.8,0.042,0.1804,1.156,1101.11,1385.9,25.16,0,-4.51,0.2874,-14.212,-0.0089,1
1261.95,1549.5,883.23,0.068,0.2397,0.964,1415.53,1380.51,25.66,0.0006,-6.86,0.3051,-18.216,0.0195,1
1896.44,2001.5,935.19,0.09,0.0988,0.995,1834.02,1383.11,25.85,0.0003,-8.13,0.4197,-18.556,0.0049,1
2262.05,3008.5,572.28,0.134,0.1403,0.895,2160.22,1810.68,25.52,0.0003,-21.41,0.2882,-19.979,-0.0211,1
1023.09,1232.5,204,0.055,0.2184,1.005,1139.27,1236.44,25.56,0.0001,-11.64,0.3116,-18.196,-0.0128,1
1607.72,1819,398.72,0.081,0.0619,0.769,1770.9,1728.06,24.14,0.0002,-8.19,0.3668,-16.242,-0.0348,1
2194.95,3225,131.41,0.144,0.1572,0.685,2161.86,1601.75,28.2,0.0001,-22.4,0.2497,-19.818,-0.0205,1
2587.84,2667,1076.27,0.119,0.1697,0.705,1966.14,1435.71,25.39,0.0003,-1.51,0.3376,-17.093,-0.0123,1
912.56,167,143.66,0.007,0.2894,1.007,806.78,1270.65,23.36,0.0001,2.91,0.5232,-15.738,0.0004,1
1239.39,569,204.92,0.025,0.1753,0.974,1254.19,1653.66,26.21,0.0001,-7.39,0.3859,-22.247,0.0063,1
1952.08,3300,379.09,0.148,0.1187,0.785,2217.56,1780.12,25.75,0.0003,-12.18,0.3485,-20.43,0.0036,1
2758.98,4502,778.46,0.201,0.1234,0.702,2719.09,1638.03,26.86,0.0012,-23.26,0.3214,-22.209,0.0033,1
1020.52,1792.5,274.46,0.08,0.1621,0.969,1298.05,1368.67,25.4,0.0001,-19.51,0.358,-18.303,-0.0217,1
1620.83,1910,1028.37,0.085,0.2005,0.91,1581.03,1426.96,24.71,0.0002,-8.48,0.395,-18.139,0.0021,1
1252.24,985.5,116.57,0.044,0.1829,0.719,1200.48,1339.48,25.04,0.0001,-3.87,0.3331,-16.945,-0.0135,1
1723.22,2141.5,765.22,0.096,0.1488,0.703,1697.5,1461.64,26.05,0.0002,-17.65,0.2814,-19.056,0.0008,1
2483.88,3333,709.26,0.149,0.1399,0.862,2312.98,1720.32,26.17,0.0002,-19.42,0.2857,-23.026,-0.0025,1
2005.69,1597.5,526.8,0.071,0.1491,0.743,2020.22,2026.79,24.69,0.0003,-1.64,0.3721,-17.99,0.0167,1
1040.99,1124.5,538.25,0.05,0.244,0.877,1148.16,1301.83,24.89,0.0004,-5.15,0.3654,-18.545,0.0136,1
1313.83,1346,283.37,0.06,0.1237,0.7,1314.05,1338.66,27.09,0.0001,-23.26,0.2792,-21.302,0.0173,1
795.29,602,52.83,0.026,0.214,0.85,893.28,1346.56,23.01,0.0003,-1.44,0.3863,-9.325,-0.0224,1
1730.22,2603,134.95,0.117,0.1793,0.815,1826.13,1573.37,25.24,0.0001,-8.65,0.3232,-17.519,-0.0069,1
1813.69,3964,1234.66,0.177,0.0934,0.731,2221.71,1433.93,23.05,0.0077,-20.31,0.4145,-21.364,0.0093,1
2700.08,3959.5,721.33,0.177,0.1847,0.804,2567.54,1757.43,27.08,0.0003,-19.38,0.2976,-25.531,0.019,1
1154.09,1422,1004.41,0.063,0.1531,0.849,1353.93,1401.66,23.27,0.0003,-3.26,0.3818,-14.614,0.0072,1
3277.88,3848.5,890.86,0.171,0.1457,0.817,2597.02,1750.18,29.86,0.0003,-17.33,0.3196,-18.559,-0.0405,1
2757.46,4453.5,747.5,0.198,0.0922,0.803,2620.5,1607.95,24.84,0.0005,-24.54,0.3167,-23.062,-0.0003,1
2911.09,3830,175.09,0.171,0.1085,0.913,2290.46,1545.64,26.62,0.0001,-24.63,0.2631,-22.156,0.0002,1
1289.64,1147,477.91,0.051,0.1825,0.637,1342.07,1461.2,27.44,0.0001,-11.31,0.2665,-27.728,0.0205,1
1703.49,1843.5,976.53,0.082,0.2157,1.035,1572.57,1514.05,25.82,0.0002,-5.57,0.3511,-19.61,0.0197,1
2607.26,3370,416.35,0.151,0.1341,0.821,2502.37,1784.17,27.64,0.0002,-20.15,0.2616,-23.09,-0.0379,1
2047.64,2561.5,575.14,0.114,0.1361,0.678,1940.38,1619.72,26.85,0.0002,-19.15,0.3021,-21.617,0.0022,1
